CLIENTNUM,Attrition_Numeric,Customer_Age,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio,Gender_Encoded,Dependent_count,Education_Level_sorted,Marital_Status_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,naive_cls1,naive_cls2
716654808,1,48,24593.0,0,2084,0.0,0,4,High School,Single,120K +,Blue,39,3,4,4,0.99843,0.00156953
767294658,1,56,16867.0,0,654,0.0,0,2,College,Single,120K +,Blue,50,2,2,3,0.99466,0.00534
756727233,0,49,21144.0,1190,4895,0.056,0,2,High School,Single,120K +,Blue,42,3,2,4,0.00031746,0.99968
710077008,0,43,30137.0,1368,3522,0.045,0,2,Uneducated,Single,120K +,Blue,33,5,3,1,0.00011153,0.99989
715392558,0,52,34516.0,0,2848,0.0,0,1,Graduate,Single,120K +,Blue,44,6,1,2,5.6825e-05,0.99994
789101883,0,32,14244.0,1673,2729,0.117,0,3,Graduate,Single,120K +,Blue,20,6,2,2,0.00012982,0.99987
794498733,0,40,20056.0,1602,1687,0.08,0,2,Graduate,Single,120K +,Blue,21,6,4,3,0.00040183,0.9996
721443408,0,46,34516.0,676,3508,0.02,0,2,Uneducated,Single,120K +,Blue,33,6,2,3,0.00019683,0.9998
802673508,1,57,8760.0,0,2460,0.0,0,2,Graduate,Single,120K +,Blue,51,3,5,3,0.99705,0.00294997
708886533,0,50,13032.0,1701,4348,0.131,0,1,Graduate,Single,120K +,Blue,41,4,1,3,8.6952e-05,0.99991
714721608,0,38,9703.0,941,4190,0.097,0,3,Graduate,Single,120K +,Blue,29,4,3,0,6.8853e-05,0.99993
787999533,0,52,6617.0,2517,3595,0.38,0,2,High School,Single,120K +,Blue,44,4,2,2,0.00011065,0.99989
771097683,1,43,10896.0,2517,4935,0.231,0,2,High School,Single,120K +,Blue,30,1,2,2,0.99104,0.00896
712076358,0,46,5155.0,868,3535,0.168,0,3,High School,Single,120K +,Blue,34,5,3,2,0.00018145,0.99982
755615208,0,49,12630.0,1822,4084,0.144,0,3,High School,Single,120K +,Blue,42,5,3,2,0.00018145,0.99982
720301458,0,52,19709.0,1924,3000,0.098,0,1,High School,Single,120K +,Blue,38,3,1,2,5.0256e-05,0.99995
709493283,0,42,4111.0,1233,1289,0.3,0,2,Graduate,Single,120K +,Blue,32,5,2,4,0.00035894,0.99964
825785508,0,49,14699.0,1049,4890,0.071,0,3,High School,Single,120K +,Blue,45,3,2,2,0.00011482,0.99989
720313083,0,32,6276.0,2289,2637,0.365,0,1,Graduate,Single,120K +,Blue,18,5,3,2,0.00018558,0.99981
771795933,1,49,34516.0,2517,2376,0.073,0,4,Graduate,Single,120K +,Blue,38,3,3,4,0.99832,0.00167742
813053733,1,53,34516.0,278,3029,0.008,0,4,Graduate,Single,120K +,Blue,48,3,3,4,0.99832,0.00167742
717684858,0,50,22304.0,1333,5002,0.06,0,3,Uneducated,Single,120K +,Blue,38,6,3,3,0.00032275,0.99968
719831958,0,49,34516.0,0,1793,0.0,0,3,College,Single,120K +,Blue,36,5,2,4,0.00032945,0.99967
717895833,0,55,6455.0,1837,8001,0.285,0,3,College,Single,120K +,Blue,44,2,2,3,0.00019313,0.99981
717513933,0,38,14938.0,0,7385,0.0,0,3,College,Single,120K +,Blue,26,2,2,1,6.9248e-05,0.99993
795266208,0,39,8842.0,0,4493,0.0,0,3,College,Single,120K +,Blue,30,4,2,1,6.9248e-05,0.99993
813230208,0,45,2900.0,1782,4686,0.614,0,4,College,Single,120K +,Blue,40,3,3,3,0.00030845,0.99969
716363658,0,51,25873.0,582,3920,0.022,0,2,Doctorate,Single,120K +,Blue,36,4,2,5,0.00081741,0.99918
809951133,1,54,34516.0,0,2115,0.0,0,3,College,Single,120K +,Blue,49,3,2,3,0.99485,0.00515
710081208,1,52,4935.0,0,7886,0.0,0,2,College,Single,120K +,Blue,32,4,3,1,0.99061,0.00939
719885883,0,53,34516.0,1901,1497,0.055,0,3,College,Single,120K +,Blue,36,6,2,0,4.2358e-05,0.99996
711080358,0,55,19849.0,2205,3657,0.111,0,1,Graduate,Married,120K +,Blue,46,4,1,2,5.6825e-05,0.99994
817245183,0,51,19715.0,1014,1979,0.051,0,2,Graduate,Married,120K +,Blue,33,6,2,2,0.00012511,0.99987
709165533,0,47,6143.0,1151,4330,0.187,0,3,Doctorate,Married,120K +,Blue,41,6,2,2,0.00017091,0.99983
714179658,0,43,34516.0,0,1996,0.0,0,3,High School,Single,120K +,Blue,36,3,1,3,9.3448e-05,0.99991
788874333,0,55,15631.0,1305,4313,0.083,0,3,Post-Graduate,Married,120K +,Blue,40,3,1,4,0.00019296,0.99981
779974758,0,51,8706.0,868,3203,0.1,0,2,College,Single,120K +,Blue,40,6,3,3,0.00029411,0.99971
710509758,0,36,28200.0,765,2507,0.027,0,4,College,Single,120K +,Blue,36,5,3,3,0.00030845,0.99969
794217108,0,43,14315.0,1348,3694,0.094,0,2,College,Single,120K +,Blue,37,6,3,1,0.00010546,0.99989
710496708,0,41,5489.0,1513,4085,0.276,0,2,College,Single,120K +,Blue,32,6,3,2,0.00017488,0.99983
715537383,0,46,27378.0,1893,3934,0.069,0,3,College,Single,120K +,Blue,30,5,1,2,5.5564e-05,0.99994
780730008,0,51,3477.0,752,13627,0.216,0,2,College,Single,120K +,Blue,36,2,2,2,0.00011066,0.99989
720310458,0,46,11840.0,1295,1560,0.109,0,1,Graduate,Single,120K +,Blue,32,5,2,1,7.0819e-05,0.99993
712075083,1,50,6982.0,0,4830,0.0,0,4,High School,Single,120K +,Blue,41,4,3,3,0.99677,0.00323086
718764708,0,45,8858.0,1359,14223,0.153,0,3,Graduate,Married,120K +,Blue,36,1,4,3,0.00037935,0.99962
717370533,0,40,34516.0,2088,6453,0.06,0,3,Post-Graduate,Single,120K +,Blue,26,1,2,1,8.381e-05,0.99992
712580958,0,38,27712.0,2130,7399,0.077,0,1,High School,Single,120K +,Blue,30,2,1,1,3.0307e-05,0.99997
779647608,0,39,26124.0,0,4199,0.0,0,2,High School,Single,120K +,Blue,22,5,2,2,0.00011065,0.99989
719491233,0,55,3515.0,2517,4313,0.716,0,1,College,Single,120K +,Blue,42,6,2,3,0.0001747,0.99983
715570533,1,48,34516.0,0,1632,0.0,0,3,Post-Graduate,Married,120K +,Blue,35,2,2,6,0.99918,0.00082469
751974258,0,51,11954.0,0,7345,0.0,0,3,Graduate,Married,120K +,Blue,44,2,2,3,0.00021834,0.99978
710733183,0,46,1438.3,845,3631,0.587,0,3,Post-Graduate,Married,120K +,Blue,36,6,1,2,6.7249e-05,0.99993
720379533,1,47,3952.0,0,2066,0.0,0,3,Graduate,Married,120K +,Blue,36,1,3,4,0.9983,0.00169532
718202658,0,47,9397.0,795,5265,0.085,0,3,Graduate,Married,120K +,Blue,36,3,2,3,0.00019864,0.9998
812408058,0,39,34516.0,1082,7845,0.031,0,2,Graduate,Married,120K +,Blue,34,2,2,2,0.00012511,0.99987
819352983,0,49,21620.0,2008,1300,0.093,0,3,Graduate,Married,120K +,Blue,44,5,2,2,0.00012982,0.99987
708095133,0,43,33304.0,1833,1448,0.055,0,4,Graduate,Married,120K +,Blue,34,5,2,2,0.00013121,0.99987
712615008,0,46,24431.0,892,3457,0.037,0,2,Graduate,Married,120K +,Blue,34,1,3,2,0.00017987,0.99982
758787333,0,52,18096.0,2404,3880,0.133,0,3,Uneducated,Married,120K +,Blue,45,4,1,2,5.8763e-05,0.99994
787284858,0,35,3300.0,1731,1745,0.525,0,2,Uneducated,Married,120K +,Blue,29,5,1,2,5.663e-05,0.99994
711455133,0,55,12948.0,1839,2481,0.142,0,3,College,Single,120K +,Blue,36,5,3,3,0.00030519,0.99969
716871633,0,49,12055.0,1858,7222,0.154,0,1,Uneducated,Single,120K +,Blue,38,2,2,3,0.00018475,0.99982
712837233,0,46,13001.0,1482,3671,0.114,0,2,High School,Single,120K +,Blue,36,3,1,3,9.0056e-05,0.99991
710516283,0,50,9758.0,1792,4134,0.184,0,1,High School,Single,120K +,Blue,37,4,1,4,0.00014421,0.99986
709126833,0,42,21670.0,2183,4121,0.101,0,3,College,Married,120K +,Blue,36,3,2,1,6.9248e-05,0.99993
789307833,0,44,8874.0,1590,1849,0.179,0,4,College,Married,120K +,Blue,34,5,3,3,0.00030845,0.99969
720163458,0,38,28043.0,1786,14521,0.064,0,1,Uneducated,Married,120K +,Blue,21,4,2,3,0.00018475,0.99982
717502083,1,41,6314.0,0,2718,0.0,0,3,Doctorate,Single,120K +,Blue,28,4,2,3,0.99653,0.00346592
708292833,0,35,27389.0,1250,2754,0.046,0,2,High School,Single,120K +,Blue,36,4,2,3,0.0001861,0.99981
807030858,0,51,34516.0,2274,1795,0.066,0,4,High School,Single,120K +,Blue,46,6,3,3,0.00030842,0.99969
721459008,0,36,11791.0,1168,14885,0.099,0,2,High School,Single,120K +,Blue,36,4,1,2,5.3542e-05,0.99995
716636808,0,39,34516.0,0,3572,0.0,0,3,Graduate,Single,120K +,Blue,36,4,2,2,0.00011811,0.99988
716212383,1,38,10874.0,2415,4619,0.222,0,1,High School,Single,120K +,Blue,30,5,3,3,0.99639,0.00360858
809984133,0,37,32056.0,1887,2730,0.059,0,2,Doctorate,Single,120K +,Blue,32,3,3,5,0.0012912,0.99871
827108583,0,55,34516.0,1266,1161,0.037,0,3,High School,Single,120K +,Blue,51,3,1,3,9.3448e-05,0.99991
715880283,0,57,9272.0,982,4649,0.106,0,1,High School,Single,120K +,Blue,47,4,4,2,0.00019835,0.9998
710722908,0,53,30883.0,1694,1267,0.055,0,3,Doctorate,Single,120K +,Blue,36,3,1,0,3.0508e-05,0.99997
720815208,1,52,34516.0,216,2395,0.006,0,0,High School,Single,120K +,Blue,39,5,3,3,0.99605,0.00394582
720234708,1,45,15490.0,0,2429,0.0,0,2,High School,Single,120K +,Blue,33,6,3,2,0.99431,0.00569
712405908,0,50,24670.0,1623,7772,0.066,0,2,High School,Married,120K +,Blue,40,1,2,3,0.0001861,0.99981
718837683,0,55,3029.0,1505,2394,0.497,0,2,High School,Single,120K +,Blue,49,6,3,4,0.00050163,0.9995
803796708,1,52,13354.0,0,1097,0.0,0,3,Uneducated,Married,120K +,Blue,46,2,4,4,0.9985,0.00149992
800164083,0,53,20783.0,1257,3819,0.06,0,1,Uneducated,Married,120K +,Blue,47,4,2,2,0.00010985,0.99989
758802333,0,40,20891.0,1213,14641,0.058,0,2,Graduate,Single,120K +,Blue,33,3,1,2,5.5077e-05,0.99994
711688158,0,47,11760.0,2306,1498,0.196,0,5,Graduate,Single,120K +,Blue,27,5,3,4,0.00053272,0.99947
810856833,0,45,11962.0,1025,1907,0.086,0,4,College,Married,120K +,Blue,40,3,2,2,0.00011605,0.99988
770938533,0,45,3304.0,1370,3914,0.415,0,1,College,Married,120K +,Blue,32,3,1,3,8.4537e-05,0.99992
714894708,1,53,23958.0,2517,2777,0.105,0,1,Uneducated,Married,120K +,Blue,45,4,4,2,0.99526,0.00474303
715156383,0,44,34516.0,1533,1603,0.044,0,1,Graduate,Married,120K +,Blue,36,6,2,2,0.00011743,0.99988
719801508,0,36,20230.0,798,4314,0.039,0,1,Uneducated,Married,120K +,Blue,23,6,3,3,0.00029196,0.99971
717942033,0,52,33552.0,1252,14490,0.037,0,2,Uneducated,Married,120K +,Blue,42,1,1,3,9.5249e-05,0.9999
787581858,0,46,3132.0,1466,3612,0.468,0,2,Graduate,Married,120K +,Blue,37,3,2,4,0.00035894,0.99964
708697983,0,56,34516.0,2156,8766,0.062,0,0,High School,Married,120K +,Blue,49,2,2,2,9.4951e-05,0.99991
824160333,0,56,23362.0,1453,15399,0.062,0,2,High School,Married,120K +,Blue,52,6,2,2,0.00011065,0.99989
709657533,1,44,7793.0,2270,8260,0.291,0,3,High School,Married,120K +,Blue,36,2,3,2,0.99452,0.00548
715354008,0,43,25937.0,0,3785,0.0,0,3,Graduate,Married,120K +,Blue,36,6,1,2,5.7151e-05,0.99994
712595433,0,58,9788.0,1794,1805,0.183,0,2,Uneducated,Married,120K +,Blue,49,6,2,3,0.00019683,0.9998
708790833,0,42,6748.0,1467,1201,0.217,0,5,Uneducated,Married,120K +,Blue,31,5,3,2,0.00019094,0.99981
721523658,0,46,34516.0,772,3699,0.022,0,5,High School,Married,120K +,Blue,26,4,3,3,0.00030361,0.9997
785529708,0,59,34516.0,0,4333,0.0,0,1,Graduate,Single,120K +,Blue,53,6,2,2,0.00010684,0.99989
793630083,1,39,1726.0,1476,1804,0.855,0,2,High School,Single,120K +,Blue,33,1,3,4,0.99801,0.00198853
793736958,0,49,21680.0,1587,4410,0.073,0,3,High School,Single,120K +,Blue,43,1,2,1,6.9242e-05,0.99993
779759058,0,52,3386.0,1794,1736,0.53,0,0,Graduate,Single,120K +,Blue,41,6,3,2,0.00015435,0.99985
772264383,0,44,13301.0,0,1385,0.0,0,2,Graduate,Single,120K +,Blue,33,4,1,3,9.2637e-05,0.99991
772137183,1,52,31668.0,810,1822,0.026,0,2,Graduate,Single,120K +,Blue,41,1,3,1,0.99087,0.00913
710789058,0,55,34516.0,1478,1308,0.043,0,1,Graduate,Single,120K +,Blue,42,4,2,3,0.00017969,0.99982
714661233,0,39,10074.0,2517,1729,0.25,0,1,Graduate,Single,120K +,Blue,24,6,2,4,0.00030653,0.99969
720611058,0,40,17018.0,0,1550,0.0,0,3,Graduate,Single,120K +,Blue,27,4,2,3,0.00019864,0.9998
716639058,0,51,26308.0,0,3278,0.0,0,2,Graduate,Single,120K +,Blue,40,4,3,3,0.00030251,0.9997
715383108,0,52,34516.0,2174,1616,0.063,0,2,Graduate,Single,120K +,Blue,44,5,1,1,3.3214e-05,0.99997
717418158,0,42,34516.0,1839,1230,0.053,0,5,Graduate,Married,120K +,Blue,36,4,1,2,6.2502e-05,0.99994
712228458,0,50,25645.0,1083,4302,0.042,0,2,Graduate,Married,120K +,Blue,32,2,3,1,0.00011924,0.99988
720865383,0,53,3378.0,1852,4437,0.548,0,3,Graduate,Single,120K +,Blue,45,4,3,1,0.00011256,0.99989
720128658,1,49,5181.0,0,8943,0.0,0,1,Uneducated,Single,120K +,Blue,30,5,3,3,0.99659,0.00341249
709831983,0,57,34516.0,1244,15176,0.036,0,2,Uneducated,Single,120K +,Blue,46,3,2,3,0.00019683,0.9998
718043583,0,50,21794.0,1368,15111,0.063,0,2,Uneducated,Single,120K +,Blue,40,5,3,4,0.00053055,0.99947
708354858,1,51,14938.0,0,8192,0.0,0,2,Graduate,Single,120K +,Blue,42,2,4,2,0.99583,0.00416681
713977308,0,62,34516.0,2061,3820,0.06,0,1,Graduate,Single,120K +,Blue,53,4,3,4,0.00048435,0.99952
710300733,0,38,34516.0,0,13781,0.0,0,3,High School,Single,120K +,Blue,27,2,4,1,0.00013224,0.99987
819943458,1,57,34516.0,1000,1777,0.029,0,3,Graduate,Single,120K +,Blue,52,6,4,3,0.99737,0.0026282
708890958,0,55,31636.0,2517,4231,0.08,0,3,Graduate,Single,120K +,Blue,42,3,3,2,0.00018665,0.99981
709585758,0,41,34516.0,0,4004,0.0,0,4,High School,Single,120K +,Blue,28,5,1,4,0.00016112,0.99984
780198258,0,46,7793.0,1705,1099,0.219,0,4,College,Single,120K +,Blue,36,5,2,1,6.9988e-05,0.99993
796544133,0,54,2456.0,1654,4468,0.673,0,1,College,Single,120K +,Blue,48,1,3,1,9.8992e-05,0.9999
720761208,1,59,4789.0,357,2496,0.075,0,1,College,Single,120K +,Blue,47,2,4,2,0.99499,0.00501
718220358,1,58,28618.0,0,1712,0.0,0,1,Graduate,Single,120K +,Blue,36,2,3,4,0.99794,0.00205937
771246708,0,40,31954.0,2297,4371,0.072,0,5,Graduate,Married,120K +,Blue,27,5,2,3,0.00019764,0.9998
712656783,1,49,8136.0,2517,2179,0.309,0,1,Graduate,Single,120K +,Blue,36,3,4,3,0.9971,0.00290471
708902883,0,55,12856.0,0,3364,0.0,0,2,Graduate,Single,120K +,Blue,36,5,2,2,0.00011382,0.99989
712180308,0,36,27929.0,1898,14755,0.068,0,4,High School,Single,120K +,Blue,36,1,3,3,0.00030842,0.99969
780199233,0,33,14914.0,1102,4478,0.074,0,2,Doctorate,Single,120K +,Blue,23,5,1,1,4.8064e-05,0.99995
721310283,0,47,34516.0,933,1804,0.027,0,3,Graduate,Single,120K +,Blue,36,6,2,4,0.00033886,0.99966
713075283,0,51,20741.0,2504,1818,0.121,0,3,High School,Single,120K +,Blue,36,5,1,4,0.00015942,0.99984
717582558,0,50,34516.0,1185,3874,0.034,0,1,Graduate,Single,120K +,Blue,40,4,2,3,0.00017969,0.99982
716425833,1,38,34516.0,1229,1797,0.036,0,2,Graduate,Single,120K +,Blue,36,5,2,1,0.98564,0.01436
716666133,0,51,19350.0,0,4657,0.0,0,4,Graduate,Single,120K +,Blue,39,6,4,1,0.00013749,0.99986
771469758,0,55,34516.0,0,4131,0.0,0,3,Graduate,Single,120K +,Blue,43,5,1,3,9.6126e-05,0.9999
711012783,1,43,33384.0,0,2066,0.0,0,4,Graduate,Single,120K +,Blue,36,1,3,4,0.99816,0.00184351
820666083,1,41,27742.0,2517,8646,0.091,0,2,Graduate,Single,120K +,Blue,37,5,3,4,0.99807,0.00193323
718735908,1,47,7015.0,0,1799,0.0,0,4,Graduate,Single,120K +,Blue,35,3,4,3,0.9974,0.00260048
719366358,0,51,7319.0,1692,1233,0.231,0,3,High School,Married,120K +,Blue,40,6,3,2,0.00018145,0.99982
713441958,0,46,19727.0,1785,1245,0.09,0,2,High School,Married,120K +,Blue,36,5,3,2,0.00017486,0.99983
771051783,0,53,4182.0,741,1297,0.177,0,3,High School,Married,120K +,Blue,40,6,2,5,0.00056993,0.99943
811942983,0,55,17627.0,1756,4836,0.1,0,2,High School,Married,120K +,Blue,50,3,2,3,0.0001861,0.99981
719336583,0,55,27745.0,1300,1525,0.047,0,2,Uneducated,Married,120K +,Blue,44,3,3,3,0.00031104,0.99969
708160008,0,44,34516.0,1058,7412,0.031,0,1,Uneducated,Married,120K +,Blue,33,2,2,3,0.00018475,0.99982
718435158,0,50,34516.0,0,1930,0.0,0,3,High School,Married,120K +,Blue,40,5,1,4,0.00015942,0.99984
709891608,1,41,9924.0,0,1949,0.0,0,2,High School,Married,120K +,Blue,24,5,2,3,0.99466,0.00534
709520058,1,53,19138.0,0,2028,0.0,0,5,Uneducated,Married,120K +,Blue,38,4,2,2,0.99179,0.00821
719843958,0,46,1754.0,894,4874,0.51,0,2,Graduate,Married,120K +,Blue,34,2,3,3,0.00030251,0.9997
715545933,0,43,22355.0,2179,14268,0.097,0,5,Graduate,Married,120K +,Blue,36,6,2,4,0.00033714,0.99966
719610708,0,43,28612.0,2517,14727,0.088,0,1,Graduate,Married,120K +,Blue,34,5,1,3,8.6952e-05,0.99991
720272958,1,48,27126.0,0,1000,0.0,0,2,High School,Married,120K +,Blue,36,3,3,3,0.99661,0.00338788
712125258,1,46,2442.0,0,701,0.0,0,4,High School,Married,120K +,Blue,30,3,3,3,0.99677,0.00323086
759947433,0,53,13670.0,0,4812,0.0,0,3,Graduate,Married,120K +,Blue,46,1,2,2,0.00011811,0.99988
713401758,0,45,3383.0,1458,4897,0.431,0,2,Uneducated,Married,120K +,Blue,36,6,2,3,0.00019683,0.9998
779521533,0,53,3329.0,1092,1978,0.328,0,2,High School,Married,120K +,Blue,36,5,3,3,0.00029408,0.99971
804359133,0,55,3805.0,2233,1743,0.587,0,0,High School,Married,120K +,Blue,49,5,3,3,0.00025237,0.99975
713302758,0,49,14646.0,1448,8160,0.099,0,2,Graduate,Married,120K +,Blue,40,2,4,1,0.0001311,0.99987
710449983,0,38,2818.0,1656,2916,0.588,0,2,High School,Married,120K +,Blue,29,4,1,2,5.3542e-05,0.99995
715443708,0,53,9343.0,1286,1385,0.138,0,1,Uneducated,Married,120K +,Blue,45,5,1,3,8.9404e-05,0.99991
718528833,0,51,30172.0,1825,8879,0.06,0,1,High School,Married,120K +,Blue,43,2,3,2,0.00016413,0.99984
739117233,0,57,3205.0,1530,2126,0.477,0,3,High School,Married,120K +,Blue,50,3,3,2,0.00018145,0.99982
788826408,0,33,10705.0,1352,2434,0.126,0,1,Uneducated,Married,120K +,Blue,16,6,1,3,8.9404e-05,0.99991
714052158,1,49,11714.0,949,5366,0.081,0,2,High School,Married,120K +,Blue,39,2,3,2,0.99431,0.00569
787505133,1,36,11316.0,1599,2595,0.141,0,3,College,Married,120K +,Blue,24,2,2,3,0.99485,0.00515
717837858,0,47,17603.0,1063,2902,0.06,0,5,College,Married,120K +,Blue,34,3,1,2,5.5282e-05,0.99994
717354558,1,57,3106.0,1120,683,0.361,0,2,Uneducated,Married,120K +,Blue,40,3,3,3,0.9968,0.00320374
720812433,0,54,28465.0,0,1693,0.0,0,2,College,Married,120K +,Blue,46,6,1,2,5.3547e-05,0.99995
718623783,0,56,27157.0,1547,1535,0.057,0,2,College,Married,120K +,Blue,36,6,3,2,0.00017488,0.99983
711258108,0,54,2821.0,2415,1419,0.856,0,1,College,Married,120K +,Blue,44,4,3,2,0.00016415,0.99984
779713608,0,52,2981.0,1358,1648,0.456,0,2,High School,Married,120K +,Blue,36,5,1,2,5.3542e-05,0.99995
721174008,0,37,7607.0,2170,4495,0.285,0,2,Uneducated,Married,120K +,Blue,23,4,3,3,0.00031104,0.99969
709066983,0,50,34516.0,2353,15214,0.068,0,4,High School,Married,120K +,Blue,41,2,2,2,0.00011604,0.99988
711224733,1,32,22382.0,0,695,0.0,0,0,High School,Married,120K +,Blue,27,3,3,4,0.99768,0.00231656
721183983,0,48,34516.0,1013,1222,0.029,0,4,High School,Married,120K +,Blue,31,6,3,1,0.0001106,0.99989
709623483,0,56,18442.0,1470,1281,0.08,0,2,High School,Married,120K +,Blue,41,4,1,3,9.0056e-05,0.99991
802013583,0,56,9689.0,2250,1158,0.232,0,3,College,Married,120K +,Blue,50,3,2,0,4.2358e-05,0.99996
715670058,0,50,34516.0,1662,3806,0.048,0,3,Graduate,Married,120K +,Blue,38,5,2,4,0.00033886,0.99966
717756258,0,49,16494.0,1158,7761,0.07,0,2,Graduate,Married,120K +,Blue,38,3,6,3,0.00026249,0.99974
769751958,0,55,9926.0,2018,2235,0.203,0,3,Graduate,Married,120K +,Blue,49,3,2,4,0.00037246,0.99963
712206858,0,39,32964.0,2231,3094,0.068,0,3,Graduate,Married,120K +,Blue,36,3,3,2,0.00018665,0.99981
708506508,0,54,2884.0,1144,4887,0.397,0,3,High School,Married,120K +,Blue,43,5,3,2,0.00018145,0.99982
758753283,1,52,34516.0,550,7341,0.016,0,3,Doctorate,Married,120K +,Blue,45,1,3,3,0.9978,0.00219584
719459358,0,52,33864.0,989,1751,0.029,0,1,Doctorate,Married,120K +,Blue,41,4,2,2,0.0001546,0.99985
720075558,0,50,7084.0,0,3838,0.0,0,4,College,Married,120K +,Blue,36,6,1,4,0.00016114,0.99984
826723308,0,58,3452.0,2088,1008,0.605,0,3,College,Married,120K +,Blue,54,5,1,4,0.00015944,0.99984
720409608,0,45,32446.0,1974,1717,0.061,0,3,High School,Married,120K +,Blue,35,6,2,3,0.00019311,0.99981
720779733,0,56,6041.0,1355,1747,0.224,0,1,Uneducated,Married,120K +,Blue,36,3,2,2,0.00010985,0.99989
711854808,1,41,34516.0,0,4734,0.0,0,3,High School,Married,120K +,Blue,32,2,2,1,0.98576,0.01424
811013658,0,41,10816.0,871,3221,0.081,0,2,High School,Married,120K +,Blue,36,4,3,2,0.00017486,0.99983
717483558,0,42,19156.0,1353,3547,0.071,0,3,High School,Married,120K +,Blue,36,3,1,2,5.5559e-05,0.99994
718086783,0,50,13478.0,0,4738,0.0,0,5,Uneducated,Married,120K +,Blue,36,2,2,1,7.2863e-05,0.99993
719706483,0,33,27499.0,1188,2202,0.043,0,3,High School,Married,120K +,Blue,20,6,3,2,0.00018145,0.99982
716944983,0,61,24172.0,2517,1658,0.104,0,0,Uneducated,Married,120K +,Blue,36,4,3,4,0.00045531,0.99954
714342033,1,52,34516.0,0,4863,0.0,0,1,High School,Married,120K +,Blue,34,2,3,1,0.99,0.01
721502958,0,54,3251.0,1919,1406,0.59,0,1,High School,Married,120K +,Blue,42,5,3,3,0.00027604,0.99972
715024233,0,53,3312.0,1844,1740,0.557,0,1,High School,Married,120K +,Blue,36,6,3,2,0.00016413,0.99984
827904183,0,40,17606.0,1377,8104,0.078,0,4,Uneducated,Married,120K +,Blue,36,2,2,2,0.00012274,0.99988
792152283,0,54,8426.0,0,14378,0.0,0,3,Graduate,Married,120K +,Blue,48,1,3,2,0.00018665,0.99981
715515333,0,51,7932.0,2140,4024,0.27,0,3,Graduate,Married,120K +,Blue,42,2,1,3,9.6126e-05,0.9999
712693908,1,43,13883.0,783,1871,0.056,0,3,Graduate,Married,120K +,Blue,31,2,4,1,0.9927,0.0073
709408983,0,54,5256.0,889,5078,0.169,0,2,High School,Married,120K +,Blue,42,3,2,3,0.0001861,0.99981
714516033,0,53,9025.0,1005,4412,0.111,0,3,High School,Married,120K +,Blue,44,4,2,0,4.2354e-05,0.99996
708501783,1,43,34516.0,1477,1868,0.043,0,2,High School,Married,120K +,Blue,36,6,2,4,0.99686,0.00313909
718050033,0,54,5657.0,1719,2028,0.304,0,2,College,Married,120K +,Blue,43,3,2,3,0.00018612,0.99981
768162108,1,49,4781.0,0,2451,0.0,0,3,College,Married,120K +,Blue,43,5,3,3,0.99674,0.00326498
716839983,0,48,32777.0,0,4520,0.0,0,3,College,Married,120K +,Blue,36,2,3,2,0.00018146,0.99982
708828258,0,55,32641.0,1551,1327,0.048,0,2,College,Married,120K +,Blue,37,5,2,3,0.00018612,0.99981
718474683,0,36,10097.0,2139,3092,0.212,0,0,High School,Married,120K +,Blue,24,3,3,2,0.00015005,0.99985
787570758,0,35,2944.0,1596,2070,0.542,0,2,Uneducated,Married,120K +,Blue,26,3,3,4,0.00053055,0.99947
716754783,1,43,17228.0,1331,2229,0.077,0,4,High School,Married,120K +,Blue,30,3,2,3,0.9949,0.0051
721402233,0,42,19192.0,1507,15615,0.079,0,3,Uneducated,Married,120K +,Blue,28,2,3,1,0.00011574,0.99988
818459733,1,41,9220.0,0,2276,0.0,0,3,Doctorate,Single,120K +,Blue,26,3,2,2,0.99418,0.00582
714286383,0,59,3422.0,1039,3337,0.304,0,0,High School,Single,120K +,Blue,36,4,3,3,0.00025237,0.99975
768972558,0,43,11099.0,0,3980,0.0,0,5,High School,Married,120K +,Blue,37,4,3,4,0.00051788,0.99948
715319958,1,48,34516.0,787,1312,0.023,0,3,Uneducated,Married,120K +,Blue,36,5,2,4,0.99714,0.00286097
772728933,1,50,13709.0,813,2511,0.059,0,2,High School,Married,120K +,Blue,40,6,4,3,0.9972,0.00280488
801783108,0,46,1438.3,0,4833,0.0,0,3,College,Married,120K +,Blue,40,6,3,3,0.00030519,0.99969
718229133,0,51,23742.0,0,3783,0.0,0,2,College,Married,120K +,Blue,41,6,2,4,0.00031749,0.99968
771169458,0,41,28020.0,1470,1723,0.052,0,4,College,Married,120K +,Blue,28,5,3,0,6.7657e-05,0.99993
716973333,0,40,4642.0,1676,5080,0.361,0,3,Uneducated,Married,120K +,Blue,28,3,3,2,0.00019191,0.99981
717516333,0,40,14713.0,905,4125,0.062,0,2,Graduate,Married,120K +,Blue,33,6,4,1,0.0001311,0.99987
709335558,0,49,7753.0,1643,3367,0.212,0,3,Uneducated,Married,120K +,Blue,37,6,3,3,0.00032275,0.99968
779065458,0,56,9257.0,0,4212,0.0,0,1,High School,Married,120K +,Blue,37,4,1,3,8.453e-05,0.99992
720660558,0,50,23911.0,2100,4770,0.088,0,2,Uneducated,Married,120K +,Blue,36,4,3,4,0.00053055,0.99947
