Attrition_Numeric,Customer_Age_zScore,Credit_Limit_SqR,Total_Revolving_Bal_divMedian,Total_Trans_Amt_log,Avg_Utilization_Ratio_divMedian,Gender,Dependent_count,Education_Level_sorted,Marital_Status_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon
0,2.204730246759645,2499.5,1.8017241379310345,7.378383712996714,2.613636363636364,F,1,Uneducated,Married,40k − 60K,Blue,52,6,2,2
0,2.079986255872504,1533.5,1.468652037617555,7.258412150595307,3.471590909090909,F,2,Graduate,Married,40k − 60K,Blue,53,4,2,4
0,0.2088263925653897,956.5,1.1010971786833856,8.890823576004383,4.170454545454546,M,3,College,Married,40k − 60K,Blue,34,2,2,1
1,1.58101029232394,719.15,0.0,6.535241271013659,0.0,F,0,Post-Graduate,Married,40k − 60K,Blue,40,1,4,1
0,0.2088263925653897,1458.0,0.841692789968652,8.299037181613066,2.090909090909091,M,4,Post-Graduate,Married,40k − 60K,Blue,29,6,1,2
0,-1.7870774616288654,1288.0,1.3746081504702194,7.965545573129992,3.869318181818183,M,1,High School,Married,40k − 60K,Blue,26,3,2,3
1,-0.6643815436445969,1803.0,0.0,7.511524648390866,0.0,F,3,Uneducated,Married,40k − 60K,Blue,36,1,3,4
0,-1.7870774616288654,1867.5,0.9216300940438872,7.355001921105257,1.7897727272727273,M,0,High School,Married,40k − 60K,Blue,24,5,2,0
0,-0.290149570983174,4247.5,1.2045454545454546,7.575584651557793,1.0284090909090908,F,3,College,Married,40k − 60K,Blue,24,3,1,4
0,0.7078023561139535,2298.5,1.4929467084639498,8.503499864284235,2.352272727272727,F,0,College,Married,40k − 60K,Blue,45,4,2,1
0,2.3294742376467856,1329.0,1.1865203761755485,7.394493107219038,3.238636363636364,F,2,High School,Married,40k − 60K,Blue,45,6,2,2
0,1.705754283211081,6517.5,1.0070532915360502,9.587748882301822,0.5625000000000001,M,0,Uneducated,Married,40k − 60K,Blue,54,3,3,3
0,0.5830583652268125,4173.0,1.137931034482759,8.328692583545568,0.9886363636363636,F,4,High School,Married,40k − 60K,Blue,43,5,3,2
0,-0.539637552757456,6551.5,1.4177115987460815,8.371704884667631,0.7840909090909092,M,3,Uneducated,Married,40k − 60K,Blue,32,3,3,2
0,0.7078023561139535,805.5,0.7351097178683386,8.315566483564277,3.3068181818181817,F,1,Graduate,Married,40k − 60K,Blue,45,5,1,1
0,0.8325463470010944,2573.0,1.268025078369906,7.578145472419466,1.7840909090909092,F,3,College,Married,40k − 60K,Blue,33,4,3,3
0,1.331522310549658,1360.5,1.6920062695924765,8.429017500512511,4.505681818181818,M,1,High School,Married,40k − 60K,Blue,45,3,3,2
0,0.8325463470010944,1386.0,1.891849529780564,8.577911926450943,4.948863636363637,F,0,Uneducated,Married,40k − 60K,Blue,40,1,3,3
0,-0.1654055800960331,1910.5,1.311128526645768,9.616138757874468,2.488636363636364,M,3,Post-Graduate,Married,40k − 60K,Blue,30,2,2,2
0,0.2088263925653897,4393.0,1.2217868338557991,9.05660627203414,1.005681818181818,M,2,High School,Married,40k − 60K,Blue,42,2,3,2
0,-1.5375894798545835,1399.5,1.3808777429467085,7.504942068396171,3.5795454545454546,F,3,Uneducated,Married,40k − 60K,Blue,28,5,1,3
0,-0.4148935618703149,5577.5,1.2405956112852663,8.161660452056282,0.8068181818181818,F,3,Graduate,Married,40k − 60K,Blue,28,5,3,3
1,-0.290149570983174,763.5,0.0,7.537430036586509,0.0,M,4,Uneducated,Married,40k − 60K,Blue,33,5,4,3
0,0.8325463470010944,719.15,0.0,7.658227526161352,0.0,F,1,Uneducated,Married,40k − 60K,Blue,46,5,2,3
0,-0.539637552757456,1006.0,0.0,8.096208271650037,0.0,M,3,Doctorate,Divorced,40k − 60K,Blue,36,3,2,1
0,-1.5375894798545835,784.5,0.7123824451410659,7.682021510826875,3.289772727272727,F,3,Graduate,Married,40k − 60K,Blue,29,3,2,4
1,-0.9138695254188788,3798.0,1.7233542319749215,7.679713639966372,1.6420454545454546,F,4,College,Married,40k − 60K,Blue,28,4,2,4
0,0.2088263925653897,2388.0,0.0,8.429672593886743,0.0,M,2,Post-Graduate,Married,40k − 60K,Blue,34,4,2,2
0,-0.4148935618703149,3693.0,0.5141065830721003,9.660842578559068,0.5056818181818182,M,4,College,Married,40k − 60K,Blue,30,1,1,2
0,0.0840824016782487,1631.5,1.195141065830721,9.59212735272977,2.6534090909090917,M,2,College,Married,40k − 60K,Blue,37,6,3,1
0,1.955242264985363,719.15,0.0,7.155396301896734,0.0,F,0,College,Married,40k − 60K,Blue,49,6,1,2
0,-1.7870774616288654,2291.5,1.2429467084639498,7.781138509845015,1.9659090909090908,M,1,High School,Married,40k − 60K,Blue,18,4,1,4
0,-0.539637552757456,811.0,0.0,8.440959885416648,0.0,F,2,Uneducated,Married,40k − 60K,Blue,29,1,2,2
1,-0.9138695254188788,1410.5,0.5681818181818182,7.781973234434385,1.460227272727273,F,1,Uneducated,Married,40k − 60K,Blue,27,3,3,3
0,0.4583143743396716,739.5,0.786833855799373,8.540128162698734,3.857954545454546,F,4,High School,Married,40k − 60K,Blue,36,6,1,1
0,0.9572903378882354,719.15,0.6943573667711599,8.385944904806284,3.5,F,3,High School,Married,40k − 60K,Blue,49,5,1,2
0,-0.290149570983174,3163.5,0.0,8.203304026795282,0.0,M,3,Graduate,Married,40k − 60K,Blue,35,6,3,1
0,-2.161309434290288,2313.0,0.9655172413793104,9.598320165743328,1.5113636363636365,M,2,College,Married,40k − 60K,Blue,17,3,1,3
0,-0.1654055800960331,2252.5,1.2241379310344829,8.286017468404763,1.9715909090909087,F,2,Uneducated,Single,40k − 60K,Blue,35,6,3,2
1,0.7078023561139535,2413.0,0.0,9.057771773331575,0.0,M,1,Graduate,Single,40k − 60K,Blue,36,3,3,4
0,-1.7870774616288654,1828.5,0.8894984326018809,9.694986277958789,1.7613636363636365,M,1,Graduate,Divorced,40k − 60K,Blue,19,2,3,5
0,-0.1654055800960331,2097.5,1.9122257053291536,8.39615486303918,3.3068181818181817,F,3,Graduate,Married,40k − 60K,Blue,38,3,6,1
0,-1.7870774616288654,1031.0,1.304858934169279,7.781973234434385,4.585227272727273,F,0,High School,Married,40k − 60K,Blue,22,4,2,2
0,-1.5375894798545835,719.15,0.554858934169279,7.715569534520208,2.7954545454545454,M,2,Uneducated,Married,40k − 60K,Blue,26,5,1,4
0,0.5830583652268125,2675.5,0.0,8.432941638968646,0.0,F,2,High School,Single,40k − 60K,Blue,32,4,1,2
0,1.2067783196625173,719.15,0.0,8.371704884667631,0.0,M,2,Graduate,Married,40k − 60K,Blue,45,5,2,1
1,-0.539637552757456,1459.0,0.0,7.628517626575055,0.0,F,4,Graduate,Married,40k − 60K,Blue,33,4,3,2
0,-1.5375894798545835,1601.5,1.7468652037617556,7.872836175025724,3.954545454545455,F,0,High School,Married,40k − 60K,Blue,36,5,1,3
0,0.3335703834525306,1527.0,0.6622257053291536,8.40290404501411,1.573863636363637,F,1,High School,Divorced,40k − 60K,Blue,43,3,3,2
0,1.955242264985363,1688.5,0.7429467084639498,7.249215057114389,1.5965909090909094,F,0,Doctorate,Married,40k − 60K,Blue,51,3,3,2
0,-1.5375894798545835,1495.5,1.4341692789968652,8.392536586816682,3.4772727272727275,F,0,Graduate,Married,40k − 60K,Blue,26,3,3,2
0,-2.286053425177429,1832.5,0.0,7.502738210754851,0.0,M,0,Post-Graduate,Married,40k − 60K,Blue,16,5,1,3
0,0.2088263925653897,2605.0,0.0,7.1770187659099,0.0,F,2,Uneducated,Married,40k − 60K,Blue,36,3,3,2
0,0.2088263925653897,1223.0,1.1449843260188088,8.435983135990694,3.3920454545454546,F,5,Uneducated,Single,40k − 60K,Blue,38,1,2,3
0,-0.0406615892088921,4369.0,0.9184952978056428,8.045908742270779,0.7613636363636365,M,4,High School,Married,40k − 60K,Blue,41,6,1,2
0,-0.290149570983174,2665.5,1.561912225705329,7.476472381163905,2.125,M,2,Graduate,Single,40k − 60K,Blue,34,5,3,1
0,0.3335703834525306,719.15,0.0,8.306965865368573,0.0,F,1,Doctorate,Single,40k − 60K,Blue,32,3,3,2
0,0.9572903378882354,4384.5,1.0297805642633229,8.247220052745229,0.8522727272727273,F,2,College,Single,40k − 60K,Blue,49,4,3,3
0,-0.1654055800960331,1959.0,1.622257053291536,8.45531778769815,3.0000000000000004,F,4,Uneducated,Single,40k − 60K,Blue,36,1,1,3
0,1.58101029232394,5904.0,0.0,9.528866827722943,0.0,M,2,Graduate,Single,40k − 60K,Blue,50,2,1,2
0,0.4583143743396716,3753.5,1.3299373040752351,8.444837529224097,1.2840909090909092,F,0,Uneducated,Single,40k − 60K,Blue,41,6,2,3
0,-0.1654055800960331,3518.5,0.0,8.318498320504338,0.0,M,2,Graduate,Single,40k − 60K,Blue,40,6,4,3
0,0.2088263925653897,1536.0,1.358934169278997,8.420682291035394,3.2045454545454546,F,2,Uneducated,Single,40k − 60K,Blue,34,2,3,1
1,0.3335703834525306,2024.0,0.0,7.708410667257367,0.0,F,4,High School,Married,40k − 60K,Blue,43,4,3,3
0,-0.290149570983174,1098.5,0.0,8.422442854870427,0.0,M,2,High School,Single,40k − 60K,Blue,31,5,1,1
0,0.2088263925653897,3060.5,1.3158307210031348,9.562685957753686,1.556818181818182,F,4,Graduate,Single,40k − 60K,Blue,36,1,1,2
0,0.7078023561139535,1514.0,1.7695924764890285,8.323365694436081,4.238636363636364,F,3,Graduate,Single,40k − 60K,Blue,42,6,3,2
0,-0.7891255345317377,3016.5,0.0,8.412943170042439,0.0,M,2,Graduate,Single,40k − 60K,Blue,36,3,2,3
0,-0.290149570983174,773.5,0.0,8.3774712482411,0.0,M,3,Uneducated,Single,40k − 60K,Blue,30,3,3,2
1,-0.0406615892088921,1500.5,0.0,7.854381210652365,0.0,F,2,Graduate,Single,40k − 60K,Blue,33,5,3,6
0,1.331522310549658,1214.0,0.7304075235109718,8.481151420068972,2.181818181818182,F,2,Graduate,Single,40k − 60K,Blue,45,3,4,3
1,-0.7891255345317377,1897.5,1.9725705329153604,7.398174092970465,3.767045454545455,F,2,Post-Graduate,Married,40k − 60K,Blue,25,2,2,4
0,1.955242264985363,1179.5,0.9733542319749215,7.611347717403621,2.988636363636364,M,1,High School,Married,40k − 60K,Blue,56,5,3,3
1,-0.0406615892088921,4291.5,0.0,7.492203042618741,0.0,F,3,High School,Married,40k − 60K,Blue,34,2,3,2
0,-0.9138695254188788,1362.5,1.8040752351097176,8.458292083496076,4.801136363636364,F,4,Graduate,Married,40k − 60K,Blue,28,2,3,2
0,0.2088263925653897,1202.5,1.1050156739811912,8.394121193826242,3.3295454545454546,F,3,High School,Divorced,40k − 60K,Blue,40,3,1,3
0,-0.9138695254188788,2244.5,1.957680250783699,7.674617497364363,3.1590909090909096,F,1,High School,Married,40k − 60K,Blue,34,6,5,3
0,-0.539637552757456,1222.0,0.0,8.347590407030058,0.0,M,4,Uneducated,Married,40k − 60K,Blue,38,1,4,1
1,-0.1654055800960331,3989.5,0.0,8.528330935826693,0.0,M,3,Graduate,Married,40k − 60K,Blue,40,1,4,3
0,-2.161309434290288,4073.5,1.371473354231975,9.609921536925372,1.2215909090909092,M,1,Uneducated,Married,40k − 60K,Blue,23,1,3,1
0,2.3294742376467856,2938.5,1.3299373040752351,7.821643126239982,1.6420454545454546,F,0,High School,Married,40k − 60K,Blue,46,6,1,3
1,-0.1654055800960331,6177.5,0.0,6.950814768442584,0.0,F,3,High School,Married,40k − 60K,Blue,30,5,2,2
1,-0.539637552757456,728.0,0.0,7.952615111651,0.0,F,3,High School,Married,40k − 60K,Blue,30,5,3,2
0,0.0840824016782487,2374.0,0.7899686520376176,8.069968149059841,1.2045454545454546,F,5,Doctorate,Married,40k − 60K,Blue,40,6,1,1
0,-1.5375894798545835,1718.0,1.293103448275862,7.586803535162581,2.7272727272727275,M,2,Graduate,Married,40k − 60K,Blue,29,3,2,2
0,-1.5375894798545835,1661.5,0.8322884012539185,8.435983135990694,1.8181818181818183,M,2,Graduate,Married,40k − 60K,Blue,17,6,2,1
0,-0.0406615892088921,1211.5,0.3362068965517241,8.458928283284262,1.005681818181818,F,4,College,Married,40k − 60K,Blue,33,4,1,1
0,-1.1633575071931606,793.0,0.8134796238244514,7.452402451223638,3.7159090909090913,F,3,High School,Married,40k − 60K,Blue,31,5,3,3
1,0.9572903378882354,816.0,0.2750783699059561,7.836764783264067,1.2215909090909092,F,1,Graduate,Married,40k − 60K,Blue,46,6,4,3
0,-0.290149570983174,2804.0,0.9741379310344828,8.250358951477294,1.2613636363636365,F,2,Uneducated,Divorced,40k − 60K,Blue,27,4,2,3
0,-0.6643815436445969,1322.0,1.4059561128526643,8.314097335405807,3.857954545454546,F,3,High School,Married,40k − 60K,Blue,35,3,3,3
0,0.2088263925653897,1751.5,1.231974921630094,8.449128460502108,2.551136363636364,F,1,Graduate,Divorced,40k − 60K,Blue,38,4,1,2
0,1.955242264985363,2225.0,1.1316614420062696,7.189922170745808,1.840909090909091,M,1,High School,Married,40k − 60K,Blue,43,5,1,3
0,1.4562663014367991,1321.0,0.9788401253918496,8.496378051702317,2.6875,F,2,High School,Married,40k − 60K,Blue,53,4,2,3
0,1.4562663014367991,3901.5,1.4772727272727273,7.089243155027514,1.375,M,4,High School,Married,40k − 60K,Blue,47,6,3,4
0,0.2088263925653897,2786.5,0.9702194357366772,8.3774712482411,1.2613636363636365,F,3,Graduate,Married,40k − 60K,Blue,36,4,2,2
0,-1.5375894798545835,1137.5,1.1504702194357366,8.512582578858554,3.664772727272728,F,3,Graduate,Married,40k − 60K,Blue,25,6,2,2
0,1.0820343287753762,1505.5,1.6755485893416928,8.398184404834035,4.034090909090909,F,2,Uneducated,Married,40k − 60K,Blue,48,4,1,1
0,-0.6643815436445969,1345.0,1.4984326018808778,8.19863945529737,4.039772727272728,F,2,Uneducated,Married,40k − 60K,Blue,36,5,3,3
0,-1.7870774616288654,4499.0,1.15282131661442,7.565793282428515,0.9261363636363638,M,1,Graduate,Married,40k − 60K,Blue,36,3,2,4
0,0.4583143743396716,1683.5,1.3691222570532915,8.640648995343156,2.9488636363636367,F,3,High School,Married,40k − 60K,Blue,40,1,3,3
0,0.4583143743396716,2077.0,0.8307210031347962,8.37216741936598,1.4488636363636365,F,0,High School,Married,40k − 60K,Blue,43,2,3,1
0,-0.1654055800960331,1796.0,0.6778996865203761,9.455401958591324,1.369318181818182,F,2,Graduate,Married,40k − 60K,Blue,40,1,3,3
0,-1.4128454889674424,976.5,1.2178683385579938,8.433376705323127,4.522727272727273,F,2,Doctorate,Married,40k − 60K,Blue,27,6,1,0
0,-0.4148935618703149,3567.5,0.9122257053291536,8.228443883004033,0.9261363636363638,F,5,Graduate,Married,40k − 60K,Blue,34,5,1,3
0,1.331522310549658,2131.0,1.9725705329153604,8.279697133877628,3.3579545454545454,F,3,Graduate,Divorced,40k − 60K,Blue,47,1,3,2
1,0.9572903378882354,2474.0,0.0,7.493317248862145,0.0,F,3,Graduate,Divorced,40k − 60K,Blue,34,2,3,4
0,-0.0406615892088921,5450.5,1.468652037617555,8.922391597295857,0.9772727272727272,F,3,High School,Married,40k − 60K,Blue,42,2,2,1
0,-1.7870774616288654,1587.0,1.6332288401253918,8.413608875159667,3.732954545454546,F,3,Post-Graduate,Married,40k − 60K,Blue,26,4,3,3
0,1.58101029232394,1860.0,1.2296238244514106,9.693260226488464,2.397727272727273,F,1,Uneducated,Married,40k − 60K,Blue,36,2,2,3
1,-0.7891255345317377,2910.5,0.700626959247649,7.606387389772652,0.875,M,4,Graduate,Divorced,40k − 60K,Blue,28,1,2,3
0,-0.290149570983174,2294.5,0.9717868338557992,7.400620577371135,1.5340909090909092,F,2,College,Single,40k − 60K,Blue,33,4,2,3
0,-1.4128454889674424,4299.5,0.7351097178683386,8.011355109161286,0.6193181818181819,M,2,High School,Married,40k − 60K,Blue,19,4,3,3
0,-0.1654055800960331,1555.5,1.7946708463949843,7.599901959208498,4.181818181818182,F,4,Uneducated,Married,40k − 60K,Blue,36,3,1,3
0,0.8325463470010944,2591.0,1.9592476489028208,8.51959031601596,2.738636363636364,F,2,High School,Married,40k − 60K,Blue,37,1,4,3
0,0.8325463470010944,1663.0,1.1300940438871474,7.394493107219038,2.465909090909091,M,3,Uneducated,Married,40k − 60K,Blue,40,6,3,3
0,0.2088263925653897,1057.5,0.8942006269592476,7.109062135687172,3.0625000000000004,F,3,Graduate,Divorced,40k − 60K,Blue,39,6,2,3
0,-0.7891255345317377,1572.0,1.4004702194357366,8.467582690862903,3.227272727272727,F,5,College,Married,40k − 60K,Blue,36,2,3,2
0,-0.9138695254188788,818.5,0.0,8.476371196895983,0.0,F,1,Graduate,Married,40k − 60K,Blue,36,3,1,1
1,-1.1633575071931606,1616.5,1.9725705329153604,7.199678345691172,4.426136363636364,F,3,Post-Graduate,Married,40k − 60K,Blue,36,2,2,5
0,-0.6643815436445969,5344.0,0.5117554858934169,9.537195079502435,0.3465909090909091,M,2,Post-Graduate,Married,40k − 60K,Blue,36,2,1,3
0,0.2088263925653897,1463.0,0.5611285266457681,8.347353412124338,1.3920454545454546,F,5,Post-Graduate,Married,40k − 60K,Blue,38,3,3,1
0,-0.1654055800960331,1394.0,1.4310344827586208,8.39773375137891,3.7215909090909096,F,2,Doctorate,Divorced,40k − 60K,Blue,36,5,3,3
0,0.3335703834525306,997.0,0.0,8.397057390176256,0.0,F,3,Post-Graduate,Married,40k − 60K,Blue,36,5,2,1
0,-2.41079741606457,1911.5,1.6692789968652038,7.613818684808629,3.164772727272728,M,0,Graduate,Married,40k − 60K,Blue,14,4,1,4
0,-0.0406615892088921,1228.5,0.8236677115987461,8.08825472712243,2.431818181818182,M,2,Graduate,Married,40k − 60K,Blue,38,4,3,3
0,-0.7891255345317377,1215.0,0.7633228840125392,8.37655086161377,2.2784090909090917,M,2,High School,Divorced,40k − 60K,Blue,35,3,1,1
0,-1.6623334707417243,719.15,0.0,8.41803561988302,0.0,F,3,Graduate,Married,40k − 60K,Blue,22,2,3,2
0,0.2088263925653897,1296.0,0.0,8.337348564497175,0.0,M,3,College,Married,40k − 60K,Blue,35,3,1,3
1,-0.539637552757456,820.0,1.1316614420062696,7.215239978730097,5.0,M,3,Graduate,Married,40k − 60K,Blue,34,3,2,3
0,-1.6623334707417243,1253.5,1.247648902821317,8.379079889286603,3.607954545454546,M,1,High School,Divorced,40k − 60K,Blue,28,6,1,3
0,-0.290149570983174,719.15,0.8550156739811913,8.514790306799927,4.3125,F,2,Uneducated,Married,40k − 60K,Blue,35,3,2,1
0,0.0840824016782487,2393.0,1.188087774294671,8.511778558714738,1.8011363636363638,M,3,Doctorate,Divorced,40k − 60K,Blue,36,4,2,3
0,-0.6643815436445969,3301.0,0.0,8.4071550862073,0.0,F,2,College,Married,40k − 60K,Blue,36,6,2,3
0,-0.290149570983174,1591.5,1.9725705329153604,8.298290634359283,4.494318181818183,F,4,College,Married,40k − 60K,Blue,27,1,1,2
1,1.0820343287753762,904.5,0.0,7.660585461703256,0.0,F,2,Graduate,Married,40k − 60K,Blue,49,3,3,4
1,-0.7891255345317377,868.5,1.323667711598746,7.807510042216193,5.5227272727272725,F,1,College,Married,40k − 60K,Blue,36,4,2,4
0,-0.1654055800960331,2350.5,0.9169278996865204,8.327484416188264,1.4147727272727273,F,4,High School,Divorced,40k − 60K,Blue,31,5,2,4
0,2.3294742376467856,4547.5,1.243730407523511,7.180831199044556,0.9886363636363636,M,1,Graduate,Married,40k − 60K,Blue,54,6,2,3
0,-0.7891255345317377,3250.0,1.5869905956112853,8.463370384718731,1.772727272727273,M,2,Graduate,Married,40k − 60K,Blue,31,6,1,2
0,-0.4148935618703149,3017.0,1.237460815047022,8.457867725331422,1.4886363636363638,F,4,High School,Divorced,40k − 60K,Blue,34,5,1,1
0,0.4583143743396716,1532.5,1.2304075235109715,7.029972911706386,2.909090909090909,F,4,Uneducated,Married,40k − 60K,Blue,40,5,2,3
1,0.7078023561139535,4227.5,1.9725705329153604,9.002577922700276,1.693181818181818,M,1,Graduate,Married,40k − 60K,Blue,36,4,3,3
0,1.955242264985363,1482.0,1.8808777429467085,7.350516171833998,4.602272727272728,F,0,Graduate,Married,40k − 60K,Blue,36,4,2,2
0,0.0840824016782487,3553.0,0.5768025078369906,8.554874258383926,0.5909090909090909,M,2,College,Married,40k − 60K,Blue,43,3,4,1
0,-0.6643815436445969,1589.5,0.963166144200627,8.374938143835367,2.1988636363636367,F,4,Graduate,Married,40k − 60K,Blue,36,3,2,3
0,0.7078023561139535,1075.5,1.04858934169279,8.144969417087875,3.534090909090909,F,1,Uneducated,Married,40k − 60K,Blue,47,6,3,3
0,0.7078023561139535,2888.0,0.6849529780564263,8.301273485191347,0.8579545454545455,M,4,Graduate,Married,40k − 60K,Blue,33,5,2,1
0,0.0840824016782487,2453.5,0.6057993730407524,8.534640105019959,0.8977272727272728,M,4,Graduate,Divorced,40k − 60K,Blue,35,3,2,1
0,0.0840824016782487,2812.0,0.9529780564263324,8.254008590564844,1.2272727272727273,F,2,Post-Graduate,Divorced,40k − 60K,Blue,33,6,2,3
0,-0.0406615892088921,1557.5,0.890282131661442,8.21716859576607,2.073863636363636,F,3,Graduate,Married,40k − 60K,Blue,38,4,3,3
0,-0.1654055800960331,5495.5,1.0407523510971788,8.213923595622743,0.6875,M,2,College,Divorced,40k − 60K,Blue,37,5,1,2
1,-1.4128454889674424,719.15,0.0,7.824046010856292,0.0,F,5,High School,Married,40k − 60K,Blue,25,3,2,6
1,0.3335703834525306,7486.5,0.0,8.415603335654604,0.0,M,1,Graduate,Married,40k − 60K,Blue,40,6,1,4
0,1.2067783196625173,3190.0,1.9725705329153604,9.54287630006159,2.244318181818182,F,2,High School,Married,40k − 60K,Blue,49,1,3,3
0,-1.1633575071931606,719.15,0.5948275862068966,8.399760094524142,3.0000000000000004,M,4,Uneducated,Married,40k − 60K,Blue,27,6,3,2
0,-1.9118214525160064,1310.5,1.1449843260188088,7.907651594711089,3.164772727272728,M,0,Uneducated,Divorced,40k − 60K,Blue,21,6,2,2
0,-1.4128454889674424,4341.0,1.2907523510971788,7.491087593534876,1.0795454545454546,M,3,Uneducated,Married,40k − 60K,Blue,36,6,2,5
0,-1.4128454889674424,1327.5,1.196708463949843,7.560601162768557,3.2670454545454546,F,2,Doctorate,Married,40k − 60K,Blue,24,5,2,3
0,1.4562663014367991,1082.5,0.8894984326018809,7.340186835320115,2.9772727272727275,M,1,High School,Married,40k − 60K,Blue,36,3,2,5
0,0.8325463470010944,1512.0,1.292319749216301,8.40357646462927,3.0965909090909096,F,2,Graduate,Married,40k − 60K,Blue,42,3,5,1
0,-1.1633575071931606,904.0,0.7907523510971787,7.463936604468925,3.170454545454546,M,2,Doctorate,Married,40k − 60K,Blue,29,3,3,2
0,-1.7870774616288654,1767.5,1.5391849529780564,9.552510629712032,3.1590909090909096,M,1,Uneducated,Married,40k − 60K,Blue,36,2,2,3
0,-0.6643815436445969,1164.5,0.9960815047021944,8.385260520155413,3.1022727272727275,F,2,Graduate,Married,40k − 60K,Blue,36,6,2,3
0,-1.6623334707417243,1453.5,1.2045454545454546,8.387084506069217,3.0056818181818183,F,2,Graduate,Married,40k − 60K,Blue,19,4,3,4
0,0.4583143743396716,4132.0,1.612068965517241,8.352318548226004,1.4147727272727273,F,0,High School,Single,40k − 60K,Blue,39,5,3,2
0,-0.9138695254188788,2469.0,1.2484326018808778,8.415381925269553,1.835227272727273,F,2,College,Single,40k − 60K,Blue,29,5,3,1
1,0.2088263925653897,1823.0,0.8205329153605015,7.585281078639126,1.630681818181818,F,4,Doctorate,Divorced,40k − 60K,Blue,35,4,3,2
0,-0.0406615892088921,2353.5,0.8785266457680251,8.067149039910106,1.3522727272727273,M,3,Uneducated,Married,40k − 60K,Blue,36,4,2,4
0,0.3335703834525306,1971.5,0.8894984326018809,8.338066525518801,1.6363636363636362,F,1,Graduate,Married,40k − 60K,Blue,37,5,2,4
0,0.5830583652268125,5756.0,0.774294670846395,7.518607216815252,0.4886363636363636,M,3,Graduate,Married,40k − 60K,Blue,36,6,3,2
0,0.4583143743396716,1214.0,1.5713166144200628,8.550627967502475,4.693181818181818,F,2,College,Married,40k − 60K,Blue,36,5,4,1
0,2.079986255872504,1559.0,1.1974921630094044,7.1631723908466425,2.784090909090909,F,0,College,Married,40k − 60K,Blue,53,6,1,4
0,0.8325463470010944,1082.0,0.8738244514106583,8.375860015299594,2.926136363636364,F,1,High School,Married,40k − 60K,Blue,39,2,3,3
0,-0.7891255345317377,4621.5,1.5822884012539185,8.967121656230923,1.2386363636363638,F,3,College,Divorced,40k − 60K,Blue,28,2,2,3
0,-1.2881014980803016,1938.5,1.171630094043887,7.571473648851271,2.1931818181818183,M,2,College,Married,40k − 60K,Blue,36,4,3,1
0,0.8325463470010944,1441.5,1.5172413793103448,8.353261499733874,3.818181818181819,F,0,High School,Married,40k − 60K,Blue,36,6,2,3
0,-0.539637552757456,4283.0,1.1630094043887147,8.341648618901306,0.9829545454545454,M,3,Uneducated,Single,40k − 60K,Blue,35,2,3,3
0,0.7078023561139535,990.5,0.8479623824451411,8.272059622210412,3.1022727272727275,F,1,Graduate,Single,40k − 60K,Blue,43,4,2,2
0,1.331522310549658,1625.5,1.4788401253918495,8.07961802938984,3.2954545454545454,F,2,Graduate,Divorced,40k − 60K,Blue,36,5,2,2
1,-0.1654055800960331,1538.0,0.0,7.855544677915663,0.0,F,2,College,Divorced,40k − 60K,Blue,39,4,3,4
0,-0.4148935618703149,1721.0,1.9725705329153604,8.962007209588313,4.153409090909091,M,4,High School,Married,40k − 60K,Blue,35,1,1,1
1,-1.1633575071931606,1273.5,1.5399686520376177,7.67786350067821,4.380681818181818,F,2,Graduate,Married,40k − 60K,Blue,29,2,2,6
0,0.0840824016782487,2399.0,0.7970219435736677,8.348774539791274,1.2045454545454546,F,4,Graduate,Married,40k − 60K,Blue,43,4,3,4
0,-0.290149570983174,1553.5,1.5634796238244515,8.927314111060596,3.647727272727273,F,2,Graduate,Divorced,40k − 60K,Blue,36,1,1,2
0,-0.290149570983174,3622.0,1.591692789968652,8.977777598745481,1.590909090909091,F,2,High School,Married,40k − 60K,Blue,32,2,2,3
0,-0.6643815436445969,4907.5,0.0,9.646981097552796,0.0,M,4,Post-Graduate,Married,40k − 60K,Blue,28,5,3,3
0,-0.6643815436445969,719.15,0.0,8.366370301681654,0.0,F,2,High School,Married,40k − 60K,Blue,26,5,1,2
0,-0.4148935618703149,808.0,0.0,8.509362612301048,0.0,M,1,High School,Married,40k − 60K,Blue,25,6,3,3
0,-0.539637552757456,975.0,0.8322884012539185,8.261784679514752,3.0965909090909096,F,4,Graduate,Married,40k − 60K,Blue,27,3,1,1
0,0.0840824016782487,2037.0,1.463949843260188,9.616138757874468,2.607954545454546,F,2,High School,Married,40k − 60K,Blue,40,2,1,3
0,-0.539637552757456,1235.0,1.5775862068965518,8.385716828627851,4.630681818181818,F,3,Graduate,Married,40k − 60K,Blue,37,4,3,2
0,1.705754283211081,1680.5,1.938087774294671,8.431417414394833,4.181818181818182,F,0,Graduate,Married,40k − 60K,Blue,48,4,2,1
0,0.8325463470010944,1021.5,1.2460815047021945,8.505120610181969,4.420454545454546,F,1,Graduate,Married,40k − 60K,Blue,36,4,1,2
0,1.4562663014367991,2334.5,1.499216300940439,8.38091517312361,2.3295454545454546,F,3,Graduate,Married,40k − 60K,Blue,46,5,3,1
0,-0.290149570983174,917.0,0.0,8.59452453435256,0.0,F,2,Graduate,Married,40k − 60K,Blue,36,1,1,1
1,-0.1654055800960331,2286.0,0.0,8.176110342237342,0.0,M,3,Uneducated,Married,40k − 60K,Blue,28,2,2,5
